DateTime,City,State,Country,location
2021-05-11 05:03:00,Atlantic Beach,FL,USA,"Atlantic Beach,FL,USA"
2021-05-10 23:00:00,Taylor,MI,USA,"Taylor,MI,USA"
2021-05-10 22:00:00,Sarasota,FL,USA,"Sarasota,FL,USA"
2021-05-10 21:18:00,Cairo (Egypt),,Egypt,"Cairo (Egypt),Egypt"
2021-05-10 18:00:00,Terre Haute (just E of; on Interstate 70),IN,USA,"Terre Haute (just E of; on Interstate 70),IN,USA"
2021-05-10 14:00:00,Stonington,ME,USA,"Stonington,ME,USA"
2021-05-10 12:15:00,North of Sarasota,FL,USA,"North of Sarasota,FL,USA"
2021-05-10 11:00:00,Naples,FL,USA,"Naples,FL,USA"
2021-05-10 10:30:00,Tampa,FL,USA,"Tampa,FL,USA"
2021-05-09 23:30:00,Beaconsfield (Canada),QC,Canada,"Beaconsfield (Canada),QC,Canada"
2021-05-09 23:30:00,Mobile,AL,USA,"Mobile,AL,USA"
2021-05-09 22:25:00,Port Charlotte,FL,USA,"Port Charlotte,FL,USA"
2021-05-09 21:30:00,Ocala,FL,USA,"Ocala,FL,USA"
2021-05-09 20:30:00,Kailua,HI,USA,"Kailua,HI,USA"
2021-05-09 19:30:00,Chennai,Tamil Nadu,India,"Chennai,Tamil Nadu,India"
2021-05-09 13:30:00,Nice,CA,USA,"Nice,CA,USA"
2021-05-09 09:30:00,Newburgh,NY,USA,"Newburgh,NY,USA"
2021-05-09 05:00:00,St. Labre (Canada),MB,Canada,"St. Labre (Canada),MB,Canada"
2021-05-09 03:10:00,Minneapolis,MN,USA,"Minneapolis,MN,USA"
2021-05-09 02:39:00,Nokomis,FL,USA,"Nokomis,FL,USA"
2021-05-08 23:49:00,Evansville,IN,USA,"Evansville,IN,USA"
2021-05-08 23:00:00,Chisholm,MN,USA,"Chisholm,MN,USA"
2021-05-08 23:00:00,Santa Rosa,CA,USA,"Santa Rosa,CA,USA"
2021-05-08 21:45:00,Shrewsbury,PA,USA,"Shrewsbury,PA,USA"
2021-05-08 21:40:00,Camp Hill,PA,USA,"Camp Hill,PA,USA"
2021-05-08 21:36:00,Ashburn,VA,USA,"Ashburn,VA,USA"
2021-05-08 21:35:00,Mount Airy,NC,USA,"Mount Airy,NC,USA"
2021-05-08 21:30:00,Aldie,VA,USA,"Aldie,VA,USA"
2021-05-08 21:30:00,Lewisburg,WV,USA,"Lewisburg,WV,USA"
2021-05-08 21:25:00,Bluefield,WV,USA,"Bluefield,WV,USA"
2021-05-08 21:00:00,Washington,PA,USA,"Washington,PA,USA"
2021-05-08 21:00:00,Santa Fe,NM,USA,"Santa Fe,NM,USA"
2021-05-08 20:05:00,Concho,AZ,USA,"Concho,AZ,USA"
2021-05-08 20:00:00,Littleton,CO,USA,"Littleton,CO,USA"
2021-05-08 17:05:00,Running Springs,CA,USA,"Running Springs,CA,USA"
2021-05-08 15:07:00,Austin,TX,USA,"Austin,TX,USA"
2021-05-08 09:30:00,Irmo,SC,USA,"Irmo,SC,USA"
2021-05-08 01:02:00,Fort Warangal (India),,India,"Fort Warangal (India),India"
2021-05-08 00:00:00,Eagle River,MI,USA,"Eagle River,MI,USA"
2021-05-07 23:45:00,Weeki Wachee,FL,USA,"Weeki Wachee,FL,USA"
2021-05-07 23:00:00,Mattawa (Canada),ON,Canada,"Mattawa (Canada),ON,Canada"
2021-05-07 22:15:00,Calistoga,CA,USA,"Calistoga,CA,USA"
2021-05-07 21:45:00,Placerville,CA,USA,"Placerville,CA,USA"
2021-05-07 21:45:00,Decatur,IL,USA,"Decatur,IL,USA"
2021-05-07 21:30:00,Havelock,NC,USA,"Havelock,NC,USA"
2021-05-07 21:22:00,Dublin,CA,USA,"Dublin,CA,USA"
2021-05-07 21:20:00,Shaver Lake,CA,USA,"Shaver Lake,CA,USA"
2021-05-07 21:20:00,Grove,OK,USA,"Grove,OK,USA"
2021-05-07 21:20:00,Kensington,CA,USA,"Kensington,CA,USA"
2021-05-07 21:12:00,Marin,CA,USA,"Marin,CA,USA"
2021-05-07 21:00:00,Antioch,CA,USA,"Antioch,CA,USA"
2021-05-07 21:00:00,Raleigh,NC,USA,"Raleigh,NC,USA"
2021-05-07 11:35:00,Jonesboro,GA,USA,"Jonesboro,GA,USA"
2021-05-07 09:57:00,Sartell,MN,USA,"Sartell,MN,USA"
2021-05-07 08:50:00,Albuquerque,NM,USA,"Albuquerque,NM,USA"
2021-05-07 05:30:00,DeFuniak Springs,FL,USA,"DeFuniak Springs,FL,USA"
2021-05-07 02:24:00,Somersworth,NH,USA,"Somersworth,NH,USA"
2021-05-07 01:00:00,Midland,MI,USA,"Midland,MI,USA"
2021-05-07 00:00:00,Littleton,CO,USA,"Littleton,CO,USA"
2021-05-06 00:00:00,Bishop,CA,USA,"Bishop,CA,USA"
2021-05-06 23:30:00,South Bend,IN,USA,"South Bend,IN,USA"
2021-05-06 23:00:00,Toronto (Canada),ON,Canada,"Toronto (Canada),ON,Canada"
2021-05-06 22:56:00,Newburgh,IN,USA,"Newburgh,IN,USA"
2021-05-06 22:55:00,Burlington,KS,USA,"Burlington,KS,USA"
2021-05-06 22:40:00,Gainesville,GA,USA,"Gainesville,GA,USA"
2021-05-06 22:33:00,Rockville,MD,USA,"Rockville,MD,USA"
2021-05-06 22:30:00,Lafayette,IN,USA,"Lafayette,IN,USA"
2021-05-06 22:13:00,Fruita,CO,USA,"Fruita,CO,USA"
2021-05-06 22:00:00,Bauxite,AR,USA,"Bauxite,AR,USA"
2021-05-06 22:00:00,Parker,CO,USA,"Parker,CO,USA"
2021-05-06 21:50:00,Fayetteville,AR,USA,"Fayetteville,AR,USA"
2021-05-06 21:45:00,Dover,DE,USA,"Dover,DE,USA"
2021-05-06 21:45:00,Metropolis,IL,USA,"Metropolis,IL,USA"
2021-05-06 21:38:00,Amory,MS,USA,"Amory,MS,USA"
2021-05-06 21:30:00,Flippin,AR,USA,"Flippin,AR,USA"
2021-05-06 21:30:00,Fitchburg,WI,USA,"Fitchburg,WI,USA"
2021-05-06 21:15:00,Pahrump,NV,USA,"Pahrump,NV,USA"
2021-05-06 21:10:00,Redding,CA,USA,"Redding,CA,USA"
2021-05-06 21:01:00,Colorado Springs,CO,USA,"Colorado Springs,CO,USA"
2021-05-06 21:00:00,West Valley/Phoenix/Glendale,AZ,USA,"West Valley/Phoenix/Glendale,AZ,USA"
2021-05-06 21:00:00,Arroyo Seco,NM,USA,"Arroyo Seco,NM,USA"
2021-05-06 21:00:00,San Jose,CA,USA,"San Jose,CA,USA"
2021-05-06 20:43:00,Longmont,CO,USA,"Longmont,CO,USA"
2021-05-06 20:30:00,Walsenburg,CO,USA,"Walsenburg,CO,USA"
2021-05-06 05:30:00,Houston,TX,USA,"Houston,TX,USA"
2021-05-06 04:45:00,Palm Springs,CA,USA,"Palm Springs,CA,USA"
2021-05-05 22:45:00,Toronto (Canada),ON,Canada,"Toronto (Canada),ON,Canada"
2021-05-05 22:35:00,Cleveland,TN,USA,"Cleveland,TN,USA"
2021-05-05 22:04:00,Kelseyville,CA,USA,"Kelseyville,CA,USA"
2021-05-05 22:00:00,Albuquerque,NM,USA,"Albuquerque,NM,USA"
2021-05-05 22:00:00,Silver City,NM,USA,"Silver City,NM,USA"
2021-05-05 21:42:00,Salt Lake city,UT,USA,"Salt Lake city,UT,USA"
2021-05-05 21:30:00,Williams,AZ,USA,"Williams,AZ,USA"
2021-05-05 21:25:00,Reno,NV,USA,"Reno,NV,USA"
2021-05-05 21:24:00,Bliss,ID,USA,"Bliss,ID,USA"
2021-05-05 21:17:00,Show Low,AZ,USA,"Show Low,AZ,USA"
2021-05-05 21:05:00,Sutter Creek,CA,USA,"Sutter Creek,CA,USA"
2021-05-05 21:04:00,Chino Valley,AZ,USA,"Chino Valley,AZ,USA"
2021-05-05 21:00:00,Cordes Lakes,AZ,USA,"Cordes Lakes,AZ,USA"
2021-05-05 21:00:00,Gardnerville,NV,USA,"Gardnerville,NV,USA"
2021-05-05 21:00:00,Sylmar,CA,USA,"Sylmar,CA,USA"
2021-05-05 21:00:00,Tucson,AZ,USA,"Tucson,AZ,USA"
2021-05-05 21:00:00,Pinon Hills,CA,USA,"Pinon Hills,CA,USA"
2021-05-05 20:58:00,Madera,CA,USA,"Madera,CA,USA"
2021-05-05 20:57:00,Tollhouse,CA,USA,"Tollhouse,CA,USA"
2021-05-05 20:50:00,Camarillo,CA,USA,"Camarillo,CA,USA"
2021-05-05 20:40:00,Henet,CA,USA,"Henet,CA,USA"
2021-05-05 20:30:00,Buckeye,AZ,USA,"Buckeye,AZ,USA"
2021-05-05 20:30:00,Cumberland,RI,USA,"Cumberland,RI,USA"
2021-05-05 13:00:00,Cleveland,TX,USA,"Cleveland,TX,USA"
2021-05-05 10:05:00,Park City,UT,USA,"Park City,UT,USA"
2021-05-05 10:00:00,Silver city,OR,USA,"Silver city,OR,USA"
2021-05-05 09:15:00,Kingman,AZ,USA,"Kingman,AZ,USA"
2021-05-05 06:36:00,Garrettsville,OH,USA,"Garrettsville,OH,USA"
2021-05-05 04:45:00,Garden Valley,CA,USA,"Garden Valley,CA,USA"
2021-05-05 04:45:00,Los Osos,CA,USA,"Los Osos,CA,USA"
2021-05-05 04:40:00,Oregon City,OR,USA,"Oregon City,OR,USA"
2021-05-05 04:40:00,Minden,NV,USA,"Minden,NV,USA"
2021-05-05 02:15:00,Everett,WA,USA,"Everett,WA,USA"
2021-05-05 00:00:00,Willcox,AZ,USA,"Willcox,AZ,USA"
2021-05-04 22:00:00,Spicer,MN,USA,"Spicer,MN,USA"
2021-05-04 21:58:00,Weston,WI,USA,"Weston,WI,USA"
2021-05-04 21:56:00,Clovis,CA,USA,"Clovis,CA,USA"
2021-05-04 21:55:00,Maple Lake,MN,USA,"Maple Lake,MN,USA"
2021-05-04 21:30:00,Stanwood,WA,USA,"Stanwood,WA,USA"
2021-05-04 21:30:00,Tigard,OR,USA,"Tigard,OR,USA"
2021-05-04 21:30:00,Harrington,ME,USA,"Harrington,ME,USA"
2021-05-04 21:25:00,Vancouver,WA,USA,"Vancouver,WA,USA"
2021-05-04 21:25:00,Santa Clara/Eugene,OR,USA,"Santa Clara/Eugene,OR,USA"
2021-05-04 21:25:00,Lebanon,OR,USA,"Lebanon,OR,USA"
2021-05-04 21:25:00,Spanaway,WA,USA,"Spanaway,WA,USA"
2021-05-04 21:24:00,Mukilteo,WA,USA,"Mukilteo,WA,USA"
2021-05-04 21:00:00,Everett,WA,USA,"Everett,WA,USA"
2021-05-04 20:00:00,Encinitas,CA,USA,"Encinitas,CA,USA"
2021-05-04 19:20:00,Bend,OR,USA,"Bend,OR,USA"
2021-05-04 15:00:00,Villanueva,NM,USA,"Villanueva,NM,USA"
2021-05-04 10:28:00,Sand Hollow,ID,USA,"Sand Hollow,ID,USA"
2021-05-04 07:35:00,Terrell,TX,USA,"Terrell,TX,USA"
2021-05-04 04:45:00,North Plains,OR,USA,"North Plains,OR,USA"
2021-05-04 04:40:00,Zamora,CA,USA,"Zamora,CA,USA"
2021-05-04 04:30:00,Madera,CA,USA,"Madera,CA,USA"
2021-05-04 01:45:00,Mullingar (Ireland),,Ireland,"Mullingar (Ireland),Ireland"
2021-05-04 01:00:00,Zimmermann,MN,USA,"Zimmermann,MN,USA"
2021-05-03 22:30:00,Point of Rocks,WY,USA,"Point of Rocks,WY,USA"
2021-05-03 21:15:00,Jacksonville,FL,USA,"Jacksonville,FL,USA"
2021-05-03 21:00:00,Pismo Beach,CA,USA,"Pismo Beach,CA,USA"
2021-05-03 19:30:00,Brandon,MS,USA,"Brandon,MS,USA"
2021-05-03 16:35:00,Springfield,MO,USA,"Springfield,MO,USA"
2021-05-03 16:25:00,Springfield,MO,USA,"Springfield,MO,USA"
2021-05-03 13:00:00,Auburn,WA,USA,"Auburn,WA,USA"
2021-05-02 22:50:00,Clearwater Beach,FL,USA,"Clearwater Beach,FL,USA"
2021-05-02 21:50:00,Bessemer,MI,USA,"Bessemer,MI,USA"
2021-05-02 20:45:00,Westport,CT,USA,"Westport,CT,USA"
2021-05-02 14:53:00,Kansas City,MO,USA,"Kansas City,MO,USA"
2021-05-02 11:00:00,Colorado Springs,CO,USA,"Colorado Springs,CO,USA"
2021-05-02 06:30:00,Seattle,WA,USA,"Seattle,WA,USA"
2021-05-02 05:00:00,Atlanta,GA,USA,"Atlanta,GA,USA"
2021-05-02 04:00:00,Claremore,OK,USA,"Claremore,OK,USA"
2021-05-01 23:00:00,Burkesville,KY,USA,"Burkesville,KY,USA"
2021-05-01 22:06:00,Waterbury,CT,USA,"Waterbury,CT,USA"
2021-05-01 22:00:00,Massapequa Park,NY,USA,"Massapequa Park,NY,USA"
2021-05-01 21:00:00,Crest Hill,IL,USA,"Crest Hill,IL,USA"
2021-05-01 21:00:00,Hartsel,CO,USA,"Hartsel,CO,USA"
2021-05-01 20:56:00,Grand Junction,CO,USA,"Grand Junction,CO,USA"
2021-05-01 20:00:00,Fond du Lac,WI,USA,"Fond du Lac,WI,USA"
2021-05-01 20:00:00,Fond du Lac,WI,USA,"Fond du Lac,WI,USA"
2021-05-01 18:20:00,Chicago,IL,USA,"Chicago,IL,USA"
2021-05-01 18:20:00,Valley City,ND,USA,"Valley City,ND,USA"
2021-05-01 18:00:00,Fredericksburg,VA,USA,"Fredericksburg,VA,USA"
2021-05-01 16:35:00,Glens Falls,NY,USA,"Glens Falls,NY,USA"
2021-05-01 16:00:00,Buffalo,NY,USA,"Buffalo,NY,USA"
2021-05-01 12:45:00,West Hollywood,CA,USA,"West Hollywood,CA,USA"
2021-05-01 12:09:00,Manchester,CT,USA,"Manchester,CT,USA"
2021-05-01 08:45:00,Vero Beach,FL,USA,"Vero Beach,FL,USA"
2021-11-30 21:30:00,Rossville,GA,USA,"Rossville,GA,USA"
2021-11-30 21:00:00,New Smyrna Beach,FL,USA,"New Smyrna Beach,FL,USA"
2021-11-30 18:00:00,Willow Grove,PA,USA,"Willow Grove,PA,USA"
2021-11-30 18:00:00,Los Angeles (Malibu),CA,USA,"Los Angeles (Malibu),CA,USA"
2021-11-30 17:00:00,Plymouth,MA,USA,"Plymouth,MA,USA"
2021-11-30 16:30:00,Daytona,FL,USA,"Daytona,FL,USA"
2021-11-30 12:00:00,Waukesha,WI,USA,"Waukesha,WI,USA"
2021-11-30 09:15:00,Garrettsville,OH,USA,"Garrettsville,OH,USA"
2021-11-29 23:00:00,Palm Harbor,FL,USA,"Palm Harbor,FL,USA"
2021-11-29 19:00:00,Fort Collins,CO,USA,"Fort Collins,CO,USA"
2021-11-29 18:43:00,Portage,KS,USA,"Portage,KS,USA"
2021-11-29 17:00:00,Newark,DE,USA,"Newark,DE,USA"
2021-11-29 16:30:00,Olympia,WA,USA,"Olympia,WA,USA"
2021-11-29 15:12:00,Franklin,KY,USA,"Franklin,KY,USA"
2021-11-29 11:56:00,Franklin,KY,USA,"Franklin,KY,USA"
2021-11-29 11:55:00,Port Angeles,WA,USA,"Port Angeles,WA,USA"
2021-11-29 09:30:00,London,London Borough of Camden,United Kingdom,"London,London Borough of Camden,United Kingdom"
2021-11-29 04:00:00,Lumberton,NC,USA,"Lumberton,NC,USA"
2021-11-29 01:01:00,Buffalo,NY,USA,"Buffalo,NY,USA"
2021-11-29 01:00:00,Absecon,NJ,USA,"Absecon,NJ,USA"
2021-11-28 23:21:00,North Highlands,CA,USA,"North Highlands,CA,USA"
2021-11-28 22:03:00,Buffalo,NY,USA,"Buffalo,NY,USA"
2021-11-28 22:00:00,Des Moines,IA,USA,"Des Moines,IA,USA"
2021-11-28 15:32:00,Walla Walla,WA,USA,"Walla Walla,WA,USA"
2021-11-28 15:12:00,Newburgh,IN,USA,"Newburgh,IN,USA"
2021-11-28 13:30:00,Las Vegas,NV,USA,"Las Vegas,NV,USA"
2021-11-27 23:42:00,Evansville,IN,USA,"Evansville,IN,USA"
2021-11-27 23:16:00,Pine City,NY,USA,"Pine City,NY,USA"
2021-11-27 20:00:00,Lennox,MA,USA,"Lennox,MA,USA"
2021-11-27 19:30:00,Upper Nation Twp,PA,USA,"Upper Nation Twp,PA,USA"
2021-11-27 18:30:00,Menifee,CA,USA,"Menifee,CA,USA"
2021-11-27 10:30:00,Rockaway,NJ,USA,"Rockaway,NJ,USA"
2021-11-27 02:30:00,port angeles,WA,USA,"port angeles,WA,USA"
2021-11-26 20:00:00,Sebring,FL,USA,"Sebring,FL,USA"
2021-11-26 20:00:00,Dandridge,TN,USA,"Dandridge,TN,USA"
2021-11-26 20:00:00,"Swift Creek, south of Raleigh",NC,USA,"Swift Creek, south of Raleigh,NC,USA"
2021-11-26 19:30:00,Chandler,AZ,USA,"Chandler,AZ,USA"
2021-11-26 18:30:00,Apex/Cary,NC,USA,"Apex/Cary,NC,USA"
2021-11-26 18:30:00,Carmichael,CA,USA,"Carmichael,CA,USA"
2021-11-26 17:30:00,", Florissant, MO 63033",MO,USA,", Florissant, MO 63033,MO,USA"
2021-11-26 16:14:00,Jonesboro,AR,USA,"Jonesboro,AR,USA"
2021-11-25 23:00:00,Big Coppitt,FL,USA,"Big Coppitt,FL,USA"
2021-11-25 21:30:00,Jenner,CA,USA,"Jenner,CA,USA"
2021-11-25 20:47:00,Boise,ID,USA,"Boise,ID,USA"
2021-11-25 20:30:00,,NC,USA,"NC,USA"
2021-11-25 20:30:00,Huntington,VT,USA,"Huntington,VT,USA"
2021-11-25 20:16:00,Delta,CO,USA,"Delta,CO,USA"
2021-11-25 20:15:00,Swayze,IN,USA,"Swayze,IN,USA"
2021-11-25 20:00:00,San Diego,CA,USA,"San Diego,CA,USA"
2021-11-25 19:30:00,Bear Creek,NC,USA,"Bear Creek,NC,USA"
2021-11-25 19:00:00,New Smyrna Beach,FL,USA,"New Smyrna Beach,FL,USA"
2021-11-25 18:30:00,Surprise,AZ,USA,"Surprise,AZ,USA"
2021-11-25 17:30:00,New London Township,PA,USA,"New London Township,PA,USA"
2021-11-25 09:13:00,Grand Junction,CO,USA,"Grand Junction,CO,USA"
2021-11-25 05:04:00,Newburgh,IN,USA,"Newburgh,IN,USA"
2021-11-25 00:16:00,Waynesville,NC,USA,"Waynesville,NC,USA"
2021-11-24 23:30:00,Canterbury,CT,USA,"Canterbury,CT,USA"
2021-11-24 20:36:00,Towsan,MD,USA,"Towsan,MD,USA"
2021-11-24 19:30:00,Derry,PA,USA,"Derry,PA,USA"
2021-11-24 19:30:00,Camden,DE,USA,"Camden,DE,USA"
2021-11-24 19:00:00,St narys,GA,USA,"St narys,GA,USA"
2021-11-24 18:57:00,MIDWAY ATOLL,,United States Minor Outlying Islands,"MIDWAY ATOLL,United States Minor Outlying Islands"
2021-11-24 18:00:00,Sebastian,FL,USA,"Sebastian,FL,USA"
2021-11-24 15:23:00,New York,NY,USA,"New York,NY,USA"
2021-11-24 14:53:00,Boise,ID,USA,"Boise,ID,USA"
2021-11-24 01:30:00,New Gloucester,ME,USA,"New Gloucester,ME,USA"
2021-11-24 00:00:00,BirchBay,WA,USA,"BirchBay,WA,USA"
2021-11-23 23:30:00,Greencastle PA,PA,USA,"Greencastle PA,PA,USA"
2021-11-23 23:15:00,Greenbelt,MD,USA,"Greenbelt,MD,USA"
2021-11-23 22:00:00,Walnut Shade,MO,USA,"Walnut Shade,MO,USA"
2021-11-23 21:30:00,Beckers Corner,MA,USA,"Beckers Corner,MA,USA"
2021-11-23 21:00:00,Tuftonboro,NH,USA,"Tuftonboro,NH,USA"
2021-11-23 20:30:00,Wheatfield Twp.,MI,USA,"Wheatfield Twp.,MI,USA"
2021-11-23 19:30:00,Washington,PA,USA,"Washington,PA,USA"
2021-11-23 19:30:00,Hondo,TX,USA,"Hondo,TX,USA"
2021-11-23 18:30:00,Staten Island,NY,USA,"Staten Island,NY,USA"
2021-11-23 18:00:00,Aldan,PA,USA,"Aldan,PA,USA"
2021-11-23 18:00:00,Plymouth,MA,USA,"Plymouth,MA,USA"
2021-11-23 13:22:00,Muncie,IN,USA,"Muncie,IN,USA"
2021-11-23 11:07:00,Miami Gardens,FL,USA,"Miami Gardens,FL,USA"
2021-11-23 05:35:00,Norwood,NJ,USA,"Norwood,NJ,USA"
2021-11-23 02:15:00,Garrettsville,OH,USA,"Garrettsville,OH,USA"
2021-11-22 22:00:00,Memphis,TN,USA,"Memphis,TN,USA"
2021-11-22 18:30:00,Benton,LA,USA,"Benton,LA,USA"
2021-11-22 16:20:00,Chicopee,MA,USA,"Chicopee,MA,USA"
2021-11-22 16:00:00,Montreal,Quebec,Canada,"Montreal,Quebec,Canada"
2021-11-22 07:56:00,Syracuse,NY,USA,"Syracuse,NY,USA"
2021-11-22 07:30:00,Placitas,NM,USA,"Placitas,NM,USA"
2021-11-22 05:00:00,Seaside,OR,USA,"Seaside,OR,USA"
2021-11-22 04:26:00,Mobile,AL,USA,"Mobile,AL,USA"
2021-11-22 03:30:00,Surfside,FL,USA,"Surfside,FL,USA"
2021-11-21 23:54:00,Whately,MA,USA,"Whately,MA,USA"
2021-11-21 21:25:00,St. Louis,MO,USA,"St. Louis,MO,USA"
2021-11-21 20:30:00,Claycomo,MO,USA,"Claycomo,MO,USA"
2021-11-21 19:00:00,Tampico (Mexico),Tamaulipas,Mexico,"Tampico (Mexico),Tamaulipas,Mexico"
2021-11-21 19:00:00,Madero (Mexico),Tamaulipas,Mexico,"Madero (Mexico),Tamaulipas,Mexico"
2021-11-21 18:30:00,Abingdon,VA,USA,"Abingdon,VA,USA"
2021-11-21 18:00:00,Vacaville,CA,USA,"Vacaville,CA,USA"
2021-11-21 18:00:00,Little Rock,AR,USA,"Little Rock,AR,USA"
2021-11-21 18:00:00,Sioux Falls,SD,USA,"Sioux Falls,SD,USA"
2021-11-21 15:30:00,,VA,USA,"VA,USA"
2021-11-21 12:30:00,Hatboro,PA,USA,"Hatboro,PA,USA"
2021-11-21 07:00:00,Eureka,CA,USA,"Eureka,CA,USA"
2021-11-20 23:30:00,Lordsburg and Silver City (between),NM,USA,"Lordsburg and Silver City (between),NM,USA"
2021-11-20 21:30:00,Dubois,PA,USA,"Dubois,PA,USA"
2021-11-20 20:59:00,TACOMA,WA,USA,"TACOMA,WA,USA"
2021-11-20 20:30:00,Tacoma,WA,USA,"Tacoma,WA,USA"
2021-11-20 18:30:00,Lincoln City,OR,USA,"Lincoln City,OR,USA"
2021-11-20 18:00:00,Sacramento,CA,USA,"Sacramento,CA,USA"
2021-11-20 17:30:00,Dry Ridge,KY,USA,"Dry Ridge,KY,USA"
2021-11-20 17:30:00,Nampa,ID,USA,"Nampa,ID,USA"
2021-11-20 17:30:00,Dry Ridge,KY,USA,"Dry Ridge,KY,USA"
2021-11-20 17:19:00,Nampa,ID,USA,"Nampa,ID,USA"
2021-11-20 17:00:00,Rapid City,SD,USA,"Rapid City,SD,USA"
2021-11-20 13:35:00,Oaklandon,IN,USA,"Oaklandon,IN,USA"
2021-11-20 01:35:00,Pine Bush,NY,USA,"Pine Bush,NY,USA"
2021-11-20 01:00:00,Willow,AK,USA,"Willow,AK,USA"
2021-11-19 23:30:00,Oakdale,CA,USA,"Oakdale,CA,USA"
2021-11-19 17:58:00,Elizabethtown,NY,USA,"Elizabethtown,NY,USA"
2021-11-19 17:06:00,Youngstown,OH,USA,"Youngstown,OH,USA"
2021-11-19 17:00:00,Near Mt. Vernon,ME,USA,"Near Mt. Vernon,ME,USA"
2021-11-19 12:30:00,Ward,AR,USA,"Ward,AR,USA"
2021-11-19 03:15:00,Lakeville,MN,USA,"Lakeville,MN,USA"
2021-11-19 02:58:00,Springfield,MO,USA,"Springfield,MO,USA"
2021-11-19 02:45:00,Columbia,MO,USA,"Columbia,MO,USA"
2021-11-19 01:15:00,Lansing,IL,USA,"Lansing,IL,USA"
2021-11-19 00:29:00,Ward,AR,USA,"Ward,AR,USA"
2021-11-18 23:30:00,Albuquerque,NM,USA,"Albuquerque,NM,USA"
2021-11-18 20:00:00,Melbourne,Victoria,Australia,"Melbourne,Victoria,Australia"
2021-11-18 18:30:00,Cordesville,SC,USA,"Cordesville,SC,USA"
2021-11-18 18:30:00,Hurley,WI,USA,"Hurley,WI,USA"
2021-11-18 15:58:00,Houston,TX,USA,"Houston,TX,USA"
2021-11-18 15:00:00,Katy,TX,USA,"Katy,TX,USA"
2021-11-18 14:44:00,Kansas City,MO,USA,"Kansas City,MO,USA"
2021-11-18 05:30:00,Liberty,MO,USA,"Liberty,MO,USA"
2021-11-18 02:39:00,Jonesboro,AR,USA,"Jonesboro,AR,USA"
2021-11-17 20:15:00,Phoenixville,PA,USA,"Phoenixville,PA,USA"
2021-11-17 19:45:00,Stony Point,NY,USA,"Stony Point,NY,USA"
2021-11-17 19:00:00,Houston,TX,USA,"Houston,TX,USA"
2021-11-17 18:00:00,Branford,CT,USA,"Branford,CT,USA"
2021-11-17 17:15:00,Tehachapi,CA,USA,"Tehachapi,CA,USA"
2021-11-17 13:30:00,Brunswick,OH,USA,"Brunswick,OH,USA"
2021-11-17 08:13:00,Newburgh,IN,USA,"Newburgh,IN,USA"
2021-11-16 21:59:00,Grand Junction,CO,USA,"Grand Junction,CO,USA"
2021-11-16 21:00:00,Plant city,FL,USA,"Plant city,FL,USA"
2021-11-16 19:25:00,Elgin,IL,USA,"Elgin,IL,USA"
2021-11-16 18:45:00,West Jordan,UT,USA,"West Jordan,UT,USA"
2021-11-16 15:34:00,Monee,IL,USA,"Monee,IL,USA"
2021-11-16 02:50:00,Cincinnati,OH,USA,"Cincinnati,OH,USA"
2021-11-15 20:35:00,Plant City,FL,USA,"Plant City,FL,USA"
2021-11-15 18:00:00,Lake worth,FL,USA,"Lake worth,FL,USA"
2021-11-15 17:45:00,Lincoln City,OR,USA,"Lincoln City,OR,USA"
2021-11-15 17:13:00,Liberty,PA,USA,"Liberty,PA,USA"
2021-11-15 17:00:00,Atlanta,GA,USA,"Atlanta,GA,USA"
2021-11-15 12:00:00,Piriapolis,Maldonado Department,Uruguay,"Piriapolis,Maldonado Department,Uruguay"
2021-11-15 07:26:00,Garrettsville,OH,USA,"Garrettsville,OH,USA"
2021-11-15 03:22:00,Auburndale,FL,USA,"Auburndale,FL,USA"
2021-11-14 23:40:00,Conroe,TX,USA,"Conroe,TX,USA"
2021-11-14 22:00:00,Yelm,WA,USA,"Yelm,WA,USA"
2021-11-14 20:33:00,West Jordan,UT,USA,"West Jordan,UT,USA"
2021-11-14 18:30:00,Santa Cruz,CA,USA,"Santa Cruz,CA,USA"
2021-11-14 10:56:00,Spokane,WA,USA,"Spokane,WA,USA"
2021-11-14 10:40:00,Greenville,SC,USA,"Greenville,SC,USA"
2021-11-14 06:50:00,Largo,FL,USA,"Largo,FL,USA"
2021-11-14 00:11:00,Rio Ranco,NM,USA,"Rio Ranco,NM,USA"
2021-11-13 19:45:00,Hemet,CA,USA,"Hemet,CA,USA"
2021-11-13 17:35:00,saint augustine,FL,USA,"saint augustine,FL,USA"
2021-11-13 17:25:00,San Clemente,CA,USA,"San Clemente,CA,USA"
2021-11-13 16:34:00,Dunedin,FL,USA,"Dunedin,FL,USA"
2021-11-13 16:00:00,Yonkers (Westchester Co.),NY,USA,"Yonkers (Westchester Co.),NY,USA"
2021-11-13 15:00:00,Huntersville,NC,USA,"Huntersville,NC,USA"
2021-11-13 11:00:00,Littleton,CO,USA,"Littleton,CO,USA"
2021-11-13 00:04:00,Mt. Vernon,IN,USA,"Mt. Vernon,IN,USA"
2021-11-12 22:55:00,Rochester,NY,USA,"Rochester,NY,USA"
2021-11-12 20:15:00,West Hills,CA,USA,"West Hills,CA,USA"
2021-11-12 17:53:00,Tampa,FL,USA,"Tampa,FL,USA"
2021-11-12 11:16:00,Garrettsville,OH,USA,"Garrettsville,OH,USA"
2021-11-12 10:00:00,Hickory Creek,TX,USA,"Hickory Creek,TX,USA"
