,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
8117,3/4/21 20:18,Sandy,UT,USA,Unknown,2 minutes,Solid light same brightness as stars high in atmosphere or space moving north to south across Utah.,3/31/21,
8118,3/4/21 19:30,Monroe Township,NJ,USA,Other,5 hours,"Multiple objects in the sky that flash white and/or red and fly low and together, extremely visible at night.",3/31/21,
8119,3/4/21 13:52,Fishers,IN,USA,,,MADAR Node 84,3/31/21,
8120,3/4/21 06:41,Irmo,SC,USA,,,MADAR Node 95,3/31/21,
8121,3/4/21 06:10,Belgrade,MT,USA,Formation,3 minutes,String of lights. ((Starlink satellites??)),3/31/21,
8122,3/4/21 06:08,Middleton,ID,USA,Disk,10 minutes,Horizon of white lights going slowly with no sound and slowly turned vertical and then once it got horizontal it very quickly shot down,3/31/21,
8123,3/4/21 06:07,Calgary (Canada),AB,Canada,Cylinder,2-3 minutes,"Well-lighted cylindrical object in Calgary sky moving NW to SE. Odd shape, size, and angle (orientation).",3/31/21,
8124,3/4/21 05:00,Edmonds,WA,USA,Rectangle,20 seconds,Rectangular shape with two rows of yellow lights flying extremely low and above me.,3/31/21,
8125,3/4/21 05:00,Cle Elum,WA,USA,Cigar,30 seconds,Huge cigar shaped craft with multible bright white lights silently flew directly over house,3/31/21,
8126,3/3/21 20:25,Schertz,TX,USA,Sphere,5 seconds,"Happened very quickly like some type of explosion. ((NUFORC Note: Flare, or reflection, from Iridium satellite?? PD))",3/31/21,
8127,3/3/21 18:34,Lewes,DE,USA,Light,?,Is this explainable?,3/31/21,
8128,3/3/21 06:51,Pine City,NY,USA,,,MADAR Node 82,3/31/21,
8129,3/3/21 03:24,Collins,MS,USA,Light,20 minutes,"UFOs flashing lights and flying over remote forest area in Collins, MS",4/23/21,
8130,3/2/21 21:40,Kapolei,HI,USA,Light,3 seconds,Green glowing cigar shape descends in to ocean,3/31/21,
8131,3/2/21 21:30,Fayetteville,AR,USA,Other,5 minutes,"I had just gotten my children out of our minivan. I was holding my 2year old, and following my 5 year old. Looking ahead of the sidewal",3/31/21,
8132,3/2/21 20:00,Walhalla,SC,USA,Formation,86 seconds,3 yellowish orange unidentified oval shaped objects sighted over northern South Carolina.,3/31/21,
8133,3/2/21 20:00,Conroe,TX,USA,Light,2 seconds,"An amber light moved horizontally across our backyard, below the neighborhood rooflines. It traveled quickly and silently in a straight",3/31/21,
8134,3/2/21 19:25,Socorro,NM,USA,Formation,10 seconds,"Observed 5 round orange lights in a line formation. I believe the formation was in a roughly SW to NE line, ((Starlink satellites??))",3/31/21,
8135,3/2/21 15:00,Lebanon,OH,USA,Disk,5 seconds,I was on my way home on the bus from school and then I look out the window. I saw what seemed to be a flock of birds...but they weren't,3/31/21,
8136,3/2/21 09:21,Royal Palm Beach,FL,USA,,,MADAR Node 76,3/31/21,
8137,3/2/21 02:00,Payette,ID,USA,Flash,10min,"strobing red light moving slow then fast, witnessed by a police officer.",3/2/21,
8138,3/2/21 01:25,Rancho Palos Verdes,CA,USA,Triangle,5 minutes,Changing Bright Light object over Los Angeles,3/31/21,
8139,3/2/21 00:00,Provo,UT,USA,Oval,20 seconds,"I saw a bright, large, circular object flying over Provo Mountains in Provo Utah with lights running down the middle of the object.",3/31/21,
8140,3/1/21 00:00,Northwich (UK/England),,United Kingdom,Unknown,4 seconds,the speed for this distance,3/31/21,
8141,3/1/21 23:35,Port Elgin (Canada),ON,Canada,Light,5 minutes,UFO sighting behind my motel.,5/20/21,
8142,3/1/21 22:05,Edmonds,WA,USA,Formation,Unknown,4 Lighted pale orange shapes seen twice in cone formation and rectangular formation 2 different nights,3/31/21,
8143,3/1/21 21:35,Fernley,NV,USA,Light,6 Seconds,Object came from South of my windshield in front of my Semi Truck. It was headed north. Not a falling star slower than that. Small shim,3/2/21,
8144,3/1/21 20:15,Spokane,WA,USA,Sphere,30 seconds,"Orb in night sky zipped quickly across sky, hovered, and disappeared",3/31/21,
8145,3/1/21 19:45,Sturgis,SD,USA,Fireball,30 seconds,"Bright, lime green fireball in the sky",3/2/21,
8146,3/1/21 19:25,Klamath Falls,OR,USA,Triangle,2-3 minutes,"TRIANGULAR OBJECT OVER KLAMATH FALLS, OREGON",3/31/21,
8147,3/1/21 19:00,,,,Fireball,About almost 2 minutes,"Pulsating fireball moving, getting brighter and brighter, goes dim stops and goes again, black hole in the middle, traveling in slow",6/22/22,Yes
8148,3/1/21 17:43,Rosarito)(Baja)(Mexico),OH,Mexico,Other,12 minutes,Kite looking hexagram above Rosarito Beach.,3/31/21,
8149,3/1/21 17:23,Marietta,GA,USA,,,MADAR Node 90,3/31/21,
8150,3/1/21 17:01,Phoenix,AZ,USA,Cylinder,2 seconds,Long cyndrical object seen March 1 @ 17:01 on AA475 exactly same as Feb 21 sighting on AA2292,3/2/21,
8151,3/1/21 16:15,Burbank,CA,USA,Disk,2 Seconds,Flight Instructor and Student Pilot experiences a near miss with a UFO. Approximately 50 ft. from wing.,3/2/21,
8152,3/1/21 12:33,Spring,TX,USA,Oval,1 minute,"Image appears from left side of screen and floats around briefly, but when video is slowed, it appears to be oval in shape.",3/2/21,
8153,3/1/21 04:59,Boise,ID,USA,,,MADAR Node 111,3/31/21,
8154,3/1/21 00:15,Denver,CO,USA,Light,3 minutes,"Beautiful lights flying intimately over the southwest sky seen from Denver, 3/1/2021.",3/2/21,
8155,3/1/21,Woodbridge,NJ,USA,Triangle,18:58,Triangular Object In Sky,3/31/21,
8156,4/30/21 23:15,Brights Grove (Canada),ON,Canada,Oval,30 seconds,Transparent fish like object sucking power from power line and going across truck windshield. And becomes a bright ball of ...,5/20/21,
8157,4/30/21 21:00,Newton,IA,USA,Circle,5 seconds,it was northeast direction saw a bright circle shape move slow then disappear very quickly,5/20/21,
8158,4/30/21 20:45,Jellico,TN,USA,Other,15 seconds,I was out flying a drone in the field and heard this rumbling but not very loud but started feeling the rumbling more than heard looked,5/20/21,
8159,4/30/21 19:42,Cottonwood,AZ,USA,Light,3 days in a row about 1 m,The past 3 nights my husband and I have seen between an orange to a red glow light that appears moving erratically then disappears and,5/20/21,
8160,4/30/21 07:10,Piedmont,MO,USA,Cigar,aprox 10 min,My friend and I arrived at Clearwater Lake for a fishing trip. I noticed a capsule shaped silver colored object across the lake in the,8/16/21,
8161,4/30/21 06:56,Newington,CT,USA,,,MADAR Node 106,7/31/21,
8162,4/30/21 05:15,Jonesboro,AR,USA,,,MADAR Node 143,7/31/21,
8163,4/30/21 00:45,Fairfield,OH,USA,Fireball,5 seconds,"Green flash, streak, fireball.",5/20/21,
8164,4/30/21 00:00,Oak Hill,WV,USA,Circle,10 minutes,"A little after midnight at a resort in WV. Was outside in a hot tub relaxing. Had 3 beers 1 had a drink koozie around it, the one I was",5/20/21,
8165,4/29/21 23:59,Oswego,NY,USA,Rectangle,5 minutes,Flashing red lights and white objects,5/20/21,
8166,4/29/21 23:39,Homosassa,FL,USA,Fireball,5 minutes,I was sitting outside looking to the east and homosassa Florida I saw a hot pink streak and as I watched it go across the sky it turned,5/20/21,
8167,4/29/21 22:45,Corydon,IN,USA,Oval,10 minutes,"Sighting: Date: April 29, 2021 Location: Corydon, Indiana Time: Approx. 10:45PM Weather: Partly cloudy with rain Visual observers: 2 D",5/20/21,
8168,4/29/21 22:00,Venice,FL,USA,Light,5 seconds,Enormous string made of light instantly appeared and vanished,8/16/21,
8169,4/29/21 22:00,Aragonite,UT,USA,Disk,10 seconds,Black disc with blue dotted flashing lights hovering near our car on interstate 80,5/20/21,
8170,4/29/21 22:00,Flagstaff,AZ,USA,Sphere,10 seconds,"Super bright yellow object... Pointed it out to my friend, me and him were staring at it and it instantly disappeared",5/20/21,
8171,4/29/21 21:03,Carson City,NV,USA,Circle,8 minutes,Bright counter-clock spinning,5/20/21,
8172,4/29/21 13:58,St. Louis,MO,USA,,,MADAR Node 70,5/20/21,
8173,4/29/21 09:32,Kansas City,MO,USA,,,MADAR Node 40,5/20/21,
8174,4/28/21 23:46,Kissimmee,FL,USA,Fireball,3 minutes,We saw what looked like a huge fireball in the sky. It looked very different than a falling star. It was a falling fireball. And then t,5/20/21,
8175,4/28/21 21:50,Carson City,NV,USA,Circle,10 minutes,Ufo staying still spinning,5/20/21,
8176,4/28/21 21:40,Yardley,PA,USA,Unknown,5 minutes,"Red flickering lights in Bucks County, PA",5/20/21,
8177,4/28/21 21:20,Organ Pipe National Monument,AZ,USA,Light,5-10 seconds,a pair of unknown orange glowing lights came on three times in the night sky,7/31/21,
8178,4/28/21 13:48,Council Bluffs,IA,USA,,,MADAR Node 133,7/31/21,
8179,4/28/21 00:25,Mt. Vernon,IN,USA,,,MADAR Node 119,7/31/21,
8180,4/27/21 20:15,Everett,WA,USA,Light,15 minutes,Triangle formation of twinkling lights,5/20/21,
8181,4/27/21 18:42,Armadale (Australia),,Australia,Flash,1 second,"This happened twice, I thought it was the shuttle to the ISS, but it happened again. The trajectory movement is North East, two nights",5/20/21,
8182,4/27/21 17:26,Palmdale,CA,USA,Oval,1 minute,I was sitting having dinner at the dining table and I was looking out the sliding glass door when I noticed this dark object. I watched,5/20/21,
8183,4/27/21 15:31,South Portland,ME,USA,Other,5 minutes,My husband saw a sparkle in the sky and thought it was a balloon. I thought it was too high up and big to be a balloon so I grabbed my,5/20/21,
8184,4/27/21 13:06,Hanover,MD,USA,,,MADAR Node 77,5/20/21,
8185,4/27/21 11:19,St. Louis,MO,USA,,,MADAR Node 70,5/20/21,
8186,4/27/21 10:22,Gulf Shores,AL,USA,Sphere,10 minutes,Flashing white light hovering near an airport before jetting away at well over 1000 miles an hour without sound.,5/20/21,
8187,4/27/21 09:20,Douglas,WY,USA,Light,20 seconds,"First I would like to say I don't want anyone to think I am crazy. This is not a hoax or a joke, I just want some answers and to know t",5/20/21,
8188,4/27/21 07:00,Tallahassee,FL,USA,Unknown,10 minutes,"I arrived at work and I parked my car in front of the building. The sky was clear without clouds. As I was walking, I looked into the s",5/20/21,
8189,4/27/21 04:40,Bladenboro,NC,USA,Light,Minutes,"35-30 bright ""stars"" traveling the same speed and equal distances apart",5/20/21,
8190,4/27/21 04:00,Okemos,MI,USA,Triangle,1 minute,"On the morning of April 27th, 2021 I was sitting outside smoking cigarettes under my deck at approximately 4:00 in the morning near Eas",5/20/21,
8191,4/26/21 23:00,Reading,PA,USA,Triangle,20 minutes,"Stable in one spot in sky! Looked through binoculars and saw triangle shape with red, green and white lights turning off and on with ci",5/20/21,
8192,4/26/21 22:00,Res Moines,IA,USA,Other,1 minute,"I was in my front yard looking at the Super Pink Moon with my neighbor in the evening on the eveningof April 26th, 2021. We were both u",5/20/21,
8193,4/26/21 21:25,Cleveland,TX,USA,Oval,15 seconds,Something astounding in the skies of southeast Texas....,5/20/21,
8194,4/26/21 21:00,Cedarville,OH,USA,Oval,30-60 SEC,"Three orange orbs spotted in Ohio country side, not moving until they each disappeared.",7/31/21,
8195,4/26/21 19:29,Houston,TX,USA,Unknown,<5 seconds,Flashing an Streaking object near the moon,5/20/21,
8196,4/26/21 17:44,Edmonds,WA,USA,,,MADAR Node 61,5/20/21,
8197,4/26/21 14:00,Tallahassee,CA,USA,Circle,10min,Ufo spotted in Florida,7/31/21,
8198,4/26/21 06:21,Fort Myers,FL,USA,Other,~2 minutes,"Fast moving light seen in early morning sky of Fort myers, Florida.",5/20/21,
8199,4/26/21 03:00,Lubbock,TX,USA,Unknown,15 minutes,Bright white beam shot towards me while floating white lit craft hovers 2 and a half feet above back yard.,5/20/21,
8200,4/26/21 01:25,Mt. Vernon,IN,USA,,,MADAR Node 119,7/31/21,
8201,4/26/21 00:30,Calgary (Canada),AB,Canada,Circle,Minute,"Erratically fast moving white star like craft, dimmed down and vanished",5/20/21,
8202,4/26/21 00:30,New Britain,CT,USA,Unknown,3 seconds,Chrome blue light moving quickly and curving from northwest to dew north.,5/20/21,
8203,4/26/21,easley,SC,USA,Triangle,5 minutes,"I have never made one of these reports and I am reluctant to make this one. I am prior USAF SSGT, Retire after 23 years of government",5/20/21,
8204,4/25/21 22:00,North Charleston (Folly Beach),SC,USA,Changing,,3 lights in a triangle formations changes shapes and 1 light vanishes,5/20/21,
8205,4/25/21 19:05,Show Low,AZ,USA,,,MADAR Node 74,5/20/21,
8206,4/25/21 17:00,Hot Springs,AR,USA,Triangle,2 minutes,We saw what looked like a big triangle shaped mirror and I'm assuming you could only see it when the light was shining on it right beca,5/20/21,
8207,4/25/21 12:54,Swayze,IN,USA,,,MADAR Node 22,5/20/21,
8208,4/25/21 10:15,Gainesville,GA,USA,Sphere,25 minutes,Twinkling lights ball. Stationary in sky before slowly moving away,5/20/21,
8209,4/25/21 05:38,Santa Claus,IN,USA,,,MADAR Node 114,5/20/21,
8210,4/24/21 22:00,Phoenix,AZ,USA,Sphere,8 minutes,6 objects. Round. Bright as full moon. Size of seeing venus but larger. Moving west to east. 4 in a diamond formation with two followin,5/20/21,
8211,4/24/21 08:15,Enfield,NH,USA,,Not sure,Look at the pictures. P,9/7/21,
8212,4/23/21 23:36,Watauga,TX,USA,Fireball,2 minutes,"Large, Silent, Fireball-like Objects Crossing over Field",5/20/21,
8213,4/23/21 21:00,Candler,NC,USA,Oval,15 minutes,Watched 3 separate ufos lift up and take off,5/20/21,
8214,4/23/21 20:55,Branford,CT,USA,Fireball,2 minutes,"Bright orange fireball moving slow speed over trees, hovering and disappearing. Second encounter recorded, clear sky and moonlight.",5/20/21,
8215,4/23/21 20:30,Gresham,OR,USA,Circle,5 minutes,2 circular aerial objects observed over Gresham Oregon 4/23/21,5/20/21,
8216,4/23/21 06:30,Blackshear,GA,USA,Circle,9 minutes,Very strange ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),4/23/21,
8217,4/23/21 06:00,Mechanicsville,VA,USA,Circle,Seconds,Ball in the sky ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),4/23/21,
8218,4/23/21 06:00,Vero Beach,FL,USA,Light,5 minutes,I was driving and saw something strange in the sky. ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),4/23/21,
8219,4/23/21 05:59,St. Augustine,FL,USA,Light,3 minutes,"2 extremely bright lights appeared over east coast nearly simultaneously. One appeared to catch fire and fall towards ocean, second app",4/23/21,
8220,4/23/21 05:58,Durham,NC,USA,Cone,>5 minutes,A cone of light coming from the sky unlike anything I have ever seen. ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),4/23/21,
8221,4/23/21 05:56,Post falls,ID,USA,Unknown,20 seconds,Weird metallic exhaust or vapor trail,9/9/22,
8222,4/23/21 05:55,I-16 south,GA,USA,Sphere,10 minutes,Noticed a intense light that was covering a large area in the sky. ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),4/23/21,
8223,4/23/21 05:54,Parrish,FL,USA,Light,5 minutes,Two bright lights one flashing with a descending expanding ring. ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),4/23/21,
8224,4/23/21 05:45,Champions Gate,FL,USA,Light,~10-15 minutes,Im former military and have never seen aircraft do that. ((NUFORC Note: Rocket launch from Cape Canaveral. PD)),4/23/21,
8225,4/23/21 05:45,Belleview,FL,USA,Diamond,15-20 minutes,((NUFORC Note: Rocket launch from Cape Canaveral. PD)),4/23/21,
8226,4/23/21 05:40,Athens,GA,USA,Light,10 minutes,Saw a very bright large light moving fairly low and slowly across the Eastern sky. The light was shining in one direction while movin,5/20/21,
8227,4/23/21 05:30,Hinesville,GA,USA,Triangle,20 minutes,Object was on slow descent towards fort Stewart Georgia object was triangle shape slightly turned sideways with bright light protruding,5/20/21,
8228,4/23/21 05:30,Hinesville,GA,USA,Triangle,20 minutes,Object was on slow descent towards fort Stewart Georgia object was triangle shape likely turned sideways with bright light protruding f,5/20/21,
8229,4/23/21 03:07,Mountlake Terrace,WA,USA,,,MADAR Node 100,5/20/21,
8230,4/23/21 03:00,Tampa,FL,USA,Light,1 minute,((name deleted)),5/20/21,
8231,4/23/21 02:40,Firestone,CO,USA,Chevron,3-4 seconds,"I witnessed a chevron-shaped object, silent and with seven lights cross my line of sight between 02:35am to 02:40am on Friday, April 23",4/23/21,
8232,4/23/21 01:40,Star Valley,AZ,USA,,,MADAR Node 53,5/20/21,
8233,4/22/21 22:23,New York City (Brooklyn),NY,USA,Fireball,2 minutes,Saw a steady pulsating fireball above that moved slowly away,4/23/21,
8234,4/22/21 21:00,Firozabad (India),,India,Changing,6 minutes,Boomerang like shaped with five lights made a speed big heart like path and suddenly distriduted and vanished,4/23/21,
8235,4/22/21 20:50,Appleton,WI,USA,Triangle,20+ minutes,Metallic triangular shaped object appearing to tumble in the sky.,4/23/21,
8236,4/22/21 20:42,Dallas,GA,USA,Light,45 seconds,"12 red lights in the sky low to the horizon in Paulding County, GA.",4/23/21,
8237,4/22/21 16:58,Kingman,AZ,USA,Disk,7 seconds,Small silver/white disk shaped object traveling in excess of 2-300 mph south of Kingman AZ,5/20/21,
8238,4/22/21 11:56,Crooked River Ranch,OR,USA,Light,90 seconds,Lights high speed one catching other then turning left. Covered full sky horizon in 90 seconds.,5/20/21,
8239,4/22/21 10:01,Pine City,NY,USA,,,MADAR Node 82,5/20/21,
8240,4/22/21 10:00,Surprise,AZ,USA,Egg,1 hour,I can go or send anyone at anytime to this area and they will get proof because I believe this is a base and if anyone observes then su,5/20/21,
8241,4/22/21 06:50,Bois des Filions,,Canada,Cylinder,3 secondes,acrobatic,6/22/22,Yes
8242,4/22/21 05:32,Springfield,MO,USA,,,MADAR Node 36,5/20/21,
8243,4/22/21 03:35,Lacey,WA,USA,,,MADAR Node 50,5/20/21,
8244,4/22/21 00:00,Oregon City,OR,USA,Triangle,3-5 minutes,"A bright triangular shape hovering in sky observed from Redland Oregon, perhaps hovering over Beavercreek area. It hovered for awhile a",4/23/21,
8245,4/21/21 21:30,Grandview Heights,OH,USA,Light,,Strange lights hovering low over Columbus. ((NUFOC Note: Possible twinkling star?? PD)),4/23/21,
8246,4/21/21 21:25,Eatonton,GA,USA,Light,15 seconds,"For several months my husband and I watched a strange light not moving in the sky, then he didn't see it for awhile. Last night it was",4/23/21,
8247,4/21/21 17:00,Woodbridge,NJ,USA,Unknown,Few minutes,UFO reported in central NJ affecting power/electrical,4/23/21,
8248,4/21/21 10:57,Keene,NH,USA,,,MADAR Node 27,5/20/21,
8249,4/21/21 07:24,Northbrook,IL,USA,,,MADAR Node 98,5/20/21,
8250,4/21/21 05:31,Franklin,KY,USA,,,MADAR Node 54,5/20/21,
8251,4/21/21 04:47,Erie,PA,USA,,,MADAR Node 39,5/20/21,
8252,4/21/21 04:30,Payson,AZ,USA,Light,10 minutes,Bright light moving slowly across the sky,4/23/21,
8253,4/20/21 23:43,Brier,WA,USA,Oval,15 minutes,"Oval shaped, grey, hovering, no sound, fast ship.",4/23/21,
8254,4/20/21 23:00,Bridgton,ME,USA,Light,10 minutes,"I was outside at midnight on April 20th 2021 when I saw what I think was multiple UFOS. I was out in the backyard in Bridgton Maine, wh",4/23/21,
8255,4/20/21 21:48,Minneapolis,MN,USA,Sphere,4 seconds,Bright white sphere briefly materialized over Minneapolis.,4/23/21,
8256,4/20/21 21:44,Batesville and floral,AR,USA,Triangle,?,Walk outside and saw an object hovering in the air,4/22/22,Yes
8257,4/20/21 21:30,Hartford,CT,USA,Formation,1 minute,3 red bright light dots in line then form a triangle form and disappear in the sky,4/23/21,
8258,4/20/21 21:15,Countryside,IL,USA,Changing,5-10 min,I was driving home from Michigan and on the phone with a friend... As I was pulling into my driveway which heads east I noticed how bea,7/31/21,
8259,4/20/21 21:00,Dublin,PA,USA,Fireball,1-2 minutes,"Ball of light fastly flashes/transport into a triangle, if they were 3 lighting up in triangle formation 1 blink per point at 1 time. A",4/23/21,
8260,4/20/21 20:30,New York City (Brooklyn),NY,USA,Flash,3:39 minutes,"At approximately 8:30pm eastern time, I noticed a 1 pulsating light that was stationary in the western sky facing east. As I approached",4/23/21,
8261,4/20/21 15:25,Pine City,NY,USA,,,MADAR Node 82,5/20/21,
8262,4/20/21 13:44,Bremerton,WA,USA,Oval,,"saw another object flying lower than the plane and much faster, heading NE. Object white and shaped like a Mentos",9/7/21,
8263,4/20/21 11:09,St. Louis,MO,USA,,,MADAR Node 70,5/20/21,
8264,4/20/21 06:20,Pompano Beach,FL,USA,Triangle,15 seconds,An unexpected triangular object with light flames surrounding it appeared near my balcony in Florida before heading out to sea.,8/16/21,
8265,4/20/21 06:02,San Mateo,CA,USA,Light,12 seconds,420 morning zig zag white light,4/23/21,
8266,4/20/21 04:52,Mountlake Terrace,WA,USA,,,MADAR Node 100,5/20/21,
8267,4/19/21 22:00,Glen Oaks,NY,USA,Light,2 minutes,Red pulsating orb low in sky over LIE,4/23/21,
8268,4/19/21 21:29,Tulare,CA,USA,Fireball,21:32,I saw three unknown flying objects.,4/23/21,
8269,4/19/21 20:30,West Chester,PA,USA,Cigar,10 minutes,"Crazy cigar shaped glowing object in suburban PA. It glowed and hovered for at least 10 minutes, my dog was very disturbed.",4/23/21,
8270,4/19/21 20:12,Buffalo,NY,USA,,,MADAR Node 163,5/20/21,
8271,4/19/21 20:04,Edmonds,WA,USA,,,MADAR Node 61,5/20/21,
8272,4/19/21 16:51,Indianapolis,IN,USA,,,MADAR Node 21,5/20/21,
8273,4/19/21 15:29,Albuquerque,NM,USA,,,MADAR Node 23,5/20/21,
8274,4/19/21 14:49,Marietta,GA,USA,Circle,1 minute,Saw a large circular stationary object in broad daylight . It was a dark color and no sound,4/23/21,
8275,4/19/21 14:32,Lees Summit,MO,USA,,,MADAR Node 24,5/20/21,
8276,4/19/21 00:45,Clarion,PA,USA,Light,30,3 lights over the midnight sky,4/23/21,
8277,4/19/21 00:25,Estes Park,CO,USA,,,MADAR Node 156,5/20/21,
8278,4/18/21 22:15,Lafayette,CO,USA,Light,30 minutes,A brighly flashing multi-colored light in the night sky over Colorado viewed for a half hour. ((NUFORC Note: Sirius?? PD)),4/23/21,
8279,4/18/21 22:05,Spanish Valley,UT,USA,Light,5 minutes,"Blue flickering light, small quick movements over Spanish Valley, UT",4/23/21,
8280,4/18/21 21:30,Santa Fe,TX,USA,Sphere,15-20 minutes,Green orb making irregular movements in the sky,5/20/21,
8281,4/18/21 21:08,Nanaimo (Canada),BC,Canada,Light,15 seconds,Distant Satellite -Erratic Flight Path,4/23/21,
8282,4/18/21 20:00,Riverdale,UT,USA,Formation,1 hour,"My husband and I were UFO hunting from our yard on the nights of April 17 and 18, we were using 15x70 Celestron binoculars. On the nig",4/23/21,
8283,4/18/21 17:52,Hollywood,FL,USA,Other,~10-15 seconds,My girlfriend and I were seated on her 15th floor balcony facing due west towards the adjacent intracoastal waterway.  At approximat,4/23/21,
8284,4/18/21 16:47,Teaneck,NJ,USA,,,MADAR Node 28,5/20/21,
8285,4/18/21 14:03,Garrettsville,OH,USA,,,MADAR Node 64,5/20/21,
8286,4/18/21 04:20,Independence,KS,USA,Light,5 minutes,Driving home early morning 3 bright orange lights were witnessed on the south side of the city on highway 75,4/23/21,
8287,4/17/21 21:45,Indianapolis,IN,USA,Light,Hours,"All the time see this u.f.o outside of my house, it has been outside of my house for about 2-3 years now. I see all throughout the year",4/23/21,
8288,4/17/21 20:25,Valdosta,GA,USA,Circle,3 minutes,When looking at the weather radar a round object was detected. The radar signal showed the clouds changing as if a pebble was tossed in,4/23/21,
8289,4/17/21 08:00,Church Hill,TN,USA,Changing,All morning,"Maybe it's not, maybe its light and clouds or there is an explanation.",4/23/21,
8290,4/17/21 06:21,Irmo,SC,USA,,,MADAR Node 95,4/23/21,
8291,4/17/21 03:00,Porter,OK,USA,Unknown,5 seconds,Two bright white objects fly across sky,4/23/21,
8292,4/17/21,Lexington,KY,USA,Circle,20 minutes,"I was bird watching, as I was looking up at the sky I noticed something circle shaped color of aluminum foil in the sky at first I thou",5/20/21,
8293,4/16/21 23:15,Sanford,FL,USA,,,MADAR Node 91,4/23/21,
8294,4/16/21 22:49,Sanford,FL,USA,,,MADAR Node 91,4/23/21,
8295,4/16/21 21:50,Kent,WA,USA,Circle,3-5 seconds,I was driving north on the Kent Black Diamond Rd. I had passed Jenkins Creek and there was farmland to my left. All of a sudden at arou,4/23/21,
8296,4/16/21 21:48,Corona,CA,USA,Circle,45 seconds,"Alerted by my German Shepherd, I saw a very ultra white, very bright round light slowly traveling west.",5/20/21,
8297,4/16/21 19:00,Port Washington,WI,USA,Disk,few hours,"During the week off April 12, 2021- I saw a disk or saucer shape object in the North sky.It did have red and blue flashing lights-which",4/23/21,
8298,4/16/21 16:00,Longview,WA,USA,Oval,4 minutes,Flat oval shaped object in the sky that suddenly disappeared.,4/23/21,
8299,4/16/21 14:42,Imperial,MO,USA,,,MADAR Node 25,4/23/21,
8300,4/16/21 11:32,Tucson,AZ,USA,Disk,1/500 second,Unknown fast object appears in down-loaded photo,5/20/21,
8301,4/16/21 10:08,Kaneohe,HI,USA,Unknown,35 minutes,"UFO on Oahu. ((NUFORC Note: Possibly the star, Sirius?? PD))",4/23/21,
8302,4/16/21 10:08,Kaneohe,HI,USA,Unknown,35 minutes,"An array of sparkley, multicolored lights in the far distance that did not move for 30 minutes from when I observed it.",4/23/21,
8303,4/16/21 05:00,Palm Coast,FL,USA,Circle,30 seconds,Saw a black circle right below the cloudline then it rose into the clouds,4/23/21,
8304,4/15/21 23:00,Cheswick,PA,USA,Other,5 minutes,crescent moon shaped object that changed shape and disappeared.,4/23/21,
8305,4/15/21 22:45,Bordentown,NJ,USA,Triangle,30 seconds,Single orange fiery triangle. Faded slowly then vanished within seconds.,4/23/21,
8306,4/15/21 22:16,Shoreline,WA,USA,Formation,2-4 seconds,Dark colored formation of objects traveling from the south to north just north of Seattle. (APR 15 21:10:16PM)((Starlink satellites??)),4/23/21,
8307,4/15/21 21:30,West Linn,OR,USA,Light,70 minutes,flashing color-changing light in south sky. ((NUFORC Note: Possibly Sirius?? PD)),4/23/21,
8308,4/15/21 20:00,St. Charles,IL,USA,Rectangle,5 seconds,"Saw two ufos at 8 pm in St. Charles, IL on 4/15/21, each ufo had 2 blue glowing rectangles, and flew over Meijer grocery store.",4/23/21,
8309,4/15/21 19:45,New Port Richey,FL,USA,Sphere,3 minutes,Bright White Orb in the Western Sky over Elfers NPR Florida as Sun set April 15th 2021,10/19/21,
8310,4/15/21 17:30,Edisto,SC,USA,Sphere,3 minutes,Lingering ufo being pursued by military crafts,4/23/21,
8311,4/15/21 08:40,Streetsboro,OH,USA,Light,5 minutes,cluster of bright lights in non specific formation,4/23/21,
8312,4/15/21 05:13,Jonesboro,AR,USA,,,MADAR Node 143,4/23/21,
8313,4/15/21 02:00,Tucson,AZ,USA,Unknown,30 seconds,I stepped outside for a smoke. It was absolutely quiet and I spotted something moving above me what seemed translucent like a cloaking,4/23/21,
8314,4/15/21 00:45,Omaha,NE,USA,Oval,15 minutes,We saw 3 glowing oval objects in the sky last night.,4/23/21,
8315,4/14/21 23:29,"Washington, DC",DC,USA,Triangle,1 hour,"Washington, DC, craft and sky events",5/20/21,
8316,4/14/21 21:15,Springfield,IL,USA,Formation,5 seconds,Fast moving v formation high in the night sky.,4/23/21,
8317,4/14/21 20:00,Manchester,CT,USA,Disk,1-2 minutes,"Big, grey crescent shaped object in sky with multiple lights.",7/31/21,
8318,4/14/21 20:00,Mccrae,Victoria,Australia,Other,1 min,A friend i trust as an honest person told me of his sighting and shared pictures and short video taken from mobile phone,4/22/22,Yes
8319,4/14/21 18:52,,NJ,USA,Other,15 minutes,Object was high (one to two thousand feet?). Was metallic. Kept having aura flash around it which would obscure the flying object entir,5/20/21,
8320,4/14/21 04:05,Shelbyville,TN,USA,Triangle,Minutes,"On April 14th,Iowa's up late as usual,well I looked at the clock and saw how late it was;therefore,I decided to smoke one more cigarett",4/23/21,
